,time,passenger_pos,destination_pos,distance,reward,wait_time
508,2022/6/29 19:49,[0.13089809 5.00859266],[21.39138152 19.99156241],26.00956628,128.0358735,4
509,2022/6/29 18:36,[28.98142515 22.83113371],[28.52318123 21.07621505],1.813760458,13,18
510,2022/6/29 23:31,[8.94156626 3.16094767],[23.4547159  19.32447664],21.72305645,111.9614617,17
511,2022/6/29 18:04,[ 1.44558037 10.80151398],[28.70399446 15.01203437],27.58168996,133.9313373,2
512,2022/6/29 20:51,[12.98187408 13.73098815],[ 6.26648172 11.06121513],7.226630098,23.56657525,6
513,2022/6/29 21:49,[11.09439768  1.57065061],[23.02702886 12.49513296],16.17813343,91.16800038,9
514,2022/6/29 19:02,[24.6653966  25.51044003],[ 6.35982164 19.72060447],19.19938204,102.4976826,14
515,2022/6/29 22:51,[14.16845412 26.40470214],[ 6.47222038 20.33439601],9.802072761,30.0051819,13
516,2022/6/29 18:19,[18.23256367  8.85904433],[ 4.09802711 19.54919281],17.72186216,96.9569831,8
517,2022/6/29 23:37,[22.15792374  9.46882031],[19.34497812 11.85392723],3.688007332,14.72001833,19
518,2022/6/29 19:02,[21.3962065   5.97645825],[26.70645008  8.62228789],5.93288306,20.33220765,13
519,2022/6/29 20:07,[11.03357963  1.74275856],[ 3.34536637 15.47585708],15.73869811,89.5201179,8
520,2022/6/29 20:01,[ 8.0277803  25.06440677],[ 0.44080166 11.37282146],15.65317071,89.19939016,16
521,2022/6/29 22:29,[10.1203664   0.57982893],[ 3.73105197 12.40928025],13.44467394,80.91752729,7
522,2022/6/29 19:56,[14.78593753 12.12869242],[15.92813035 17.85395025],5.838080305,20.09520076,17
523,2022/6/29 22:52,[ 0.29771463 13.92285478],[28.90497723 15.5709684 ],28.65469859,137.9551197,20
524,2022/6/29 18:14,[20.32626802  9.35591574],[23.21974134 23.18764446],14.13113255,83.49174707,4
525,2022/6/29 18:52,[15.63888143 29.2804147 ],[3.76650644 0.50842995],31.12523726,147.2196397,11
526,2022/6/29 18:52,[23.10474635 24.21466612],[3.60621687 7.96748499],25.3803772,125.6764145,10
527,2022/6/29 21:23,[0.5265709  8.79925832],[23.19425622 15.53881583],23.648374,119.1814025,17
528,2022/6/29 23:04,[10.4428678  11.15217885],[0.04060877 8.99401583],10.62377807,70.33916775,7
529,2022/6/29 22:23,[19.39376225 29.22583331],[25.41182481  0.70784894],29.14605479,139.7977055,14
530,2022/6/29 18:38,[26.95681814 23.4959524 ],[23.41128371 13.73987277],10.38036146,69.42635549,10
531,2022/6/29 19:21,[11.94015879  9.08747186],[1.97084577 6.8470609 ],10.21795691,68.8173384,20
532,2022/6/29 23:08,[ 7.39810905 14.52231209],[22.4233322  14.21429485],15.02838,86.85642498,8
533,2022/6/29 23:42,[ 1.73533348 28.73369403],[28.28172957 23.55568629],27.04668019,131.9250507,3
534,2022/6/29 22:29,[29.73983705 16.33446998],[28.88305051  2.26815122],14.09238826,83.34645596,9
535,2022/6/29 19:57,[10.97042245  6.76143804],[5.87499252 4.22408847],5.692235849,19.73058962,17
536,2022/6/29 19:33,[18.67240925 23.43965567],[17.34895198  4.40888129],19.07673748,102.0377655,18
537,2022/6/29 22:07,[24.3337131  19.07864121],[11.64497118 20.22390887],12.74032218,78.27620819,16
538,2022/6/29 22:50,[ 7.79714938 10.35576625],[27.52457529  8.71513517],19.79552989,104.7332371,20
539,2022/6/29 23:01,[14.09964804 26.70423412],[21.23164051  1.86609678],25.84179527,127.4067323,17
540,2022/6/29 19:26,[4.41909133 0.23524772],[18.92765371 13.43020276],19.61135438,104.0425789,13
541,2022/6/29 22:27,[ 4.02824553 28.73802363],[15.88979172  7.25679882],24.5385268,122.5194755,17
542,2022/6/29 22:19,[15.01810713 20.38860998],[2.28717654 8.24111445],17.59654061,96.48702729,14
543,2022/6/29 18:49,[24.20896473 13.78994611],[16.39731426 12.98448007],7.853066824,25.13266706,3
544,2022/6/29 22:21,[1.31699828 4.97249339],[13.36624916  6.27556396],12.11950658,75.94814968,18
545,2022/6/29 23:12,[ 1.49937086 25.30948992],[29.43577587 23.79428622],27.97746535,135.4154951,17
546,2022/6/29 20:30,[25.61354765  7.25931391],[28.81880927  5.90777113],3.478558594,14.19639648,2
547,2022/6/29 19:58,[28.54289431 29.84457882],[21.35168417 29.43431195],7.202903731,23.50725933,3
548,2022/6/29 22:30,[17.08619339  7.7862535 ],[13.10987657 17.80682806],10.78067763,70.9275411,15
549,2022/6/29 20:32,[ 2.19244686 18.67029794],[29.4353351   5.70322949],30.17150682,143.6431506,19
550,2022/6/29 22:04,[23.77785349 27.23696381],[28.31104778 28.80406813],4.796422257,17.49105564,12
551,2022/6/29 20:41,[15.64378916 29.31923724],[22.71930621  4.85014309],25.47154315,126.0182868,13
552,2022/6/29 19:55,[14.30700319 21.54993526],[ 7.42020947 19.21845551],7.2707445,23.67686125,20
553,2022/6/29 22:48,[19.99801437  4.88099231],[16.95255937 23.14880733],18.51993147,99.949743,8
554,2022/6/29 20:41,[14.96686994  0.3630935 ],[ 0.27115407 10.71088032],17.9733346,97.90000476,10
555,2022/6/29 19:24,[27.78582205  6.86030339],[19.03091067  6.66227612],8.757150689,27.39287672,7
556,2022/6/29 21:08,[ 9.65009969 25.44126269],[21.86584327  2.86197832],25.67193942,126.7697728,8
557,2022/6/29 21:17,[12.86106063  0.87509291],[14.4267044  19.87302035],19.06233164,101.9837436,16
558,2022/6/29 23:45,[3.55507871 8.66654817],[11.93509877 27.58593074],20.69221528,108.0958073,1
559,2022/6/29 18:16,[29.79765046  1.34733897],[22.8302377  11.15172199],12.02791615,75.60468557,3
560,2022/6/29 21:31,[11.77374559 22.6279492 ],[27.55279296 28.52785784],16.84598641,93.67244903,20
561,2022/6/29 18:36,[17.31367758 10.71363478],[23.62647258  7.5300415 ],7.070123537,23.17530884,4
562,2022/6/29 18:09,[16.92222087 10.75735385],[19.69893221  7.21196739],4.503320002,16.75830001,1
563,2022/6/29 22:53,[ 5.74778837 27.5471726 ],[ 3.05411049 15.17873723],12.65836064,77.96885239,7
564,2022/6/29 21:59,[6.62558349 1.1678989 ],[1.08056455 5.25665316],6.889495371,22.72373843,1
565,2022/6/29 23:15,[26.00311064  8.47436232],[28.51377512 17.44866879],9.318884738,28.79721185,20
566,2022/6/29 18:11,[13.09842569 17.40266504],[15.50095156 22.76328761],5.874385491,20.18596373,16
567,2022/6/29 22:13,[ 8.47488198 10.59151175],[26.82282908 28.39369539],25.56491551,126.3684332,9
568,2022/6/29 21:40,[26.77674682 12.58343982],[23.41096509 14.290072  ],3.773735561,14.9343389,13
569,2022/6/29 19:44,[14.92619556  6.14040327],[17.7339091   5.58407693],2.862298776,13,4
570,2022/6/29 23:32,[ 9.94694097 25.65090605],[6.21227428 2.13474856],23.81086724,119.7907521,9
571,2022/6/29 23:41,[ 2.07022778 28.22353562],[15.20761314 12.28236215],20.65700621,107.9637733,10
572,2022/6/29 21:40,[24.32635743 25.07477784],[ 9.96573099 20.80854172],14.98093329,86.67849984,20
573,2022/6/29 20:34,[23.13368448 19.63952061],[ 4.54785224 26.27649251],19.73531241,104.5074215,17
574,2022/6/29 23:00,[16.17283658  8.47417279],[12.75684556  1.12713271],8.102344881,25.7558622,18
575,2022/6/29 23:07,[ 3.83600404 22.96640252],[3.49042661e-04 1.24969749e+01],11.14994012,72.31227547,13
576,2022/6/29 22:35,[15.67530543  1.6390326 ],[29.19234489  6.78375994],14.46300712,84.73627671,13
577,2022/6/29 19:45,[9.12596159 9.11827537],[6.91249986 0.04421466],9.34012797,28.85031992,17
578,2022/6/29 21:25,[21.88034382 29.00536499],[ 6.7288045  19.89141575],17.68143701,96.80538878,19
579,2022/6/29 22:27,[22.25688981 25.45276137],[12.67887591  9.08792717],18.96170216,101.6063831,2
580,2022/6/29 21:37,[ 9.75885402 21.37863999],[24.503384    5.44841903],21.70652215,111.8994581,20
581,2022/6/29 23:37,[11.12823024 27.0582059 ],[24.20080559 29.54575208],13.30714516,80.40179433,1
582,2022/6/29 19:28,[22.62744779 11.79585603],[17.71913502 19.83042763],9.415193837,29.03798459,8
583,2022/6/29 18:44,[ 2.35367449 16.33490877],[21.27962485  5.01963912],22.05055384,113.1895769,14
584,2022/6/29 18:30,[23.41895152 17.51318342],[28.56665357  1.27266895],17.03681738,94.38806519,16
585,2022/6/29 18:28,[ 7.95978413 18.04661638],[ 8.89679737 21.43272492],3.513363755,14.28340939,16
586,2022/6/29 18:05,[22.77015848  3.07547892],[15.41563393 15.26671667],14.23781265,83.89179745,10
587,2022/6/29 18:01,[11.07842311 27.98774588],[24.8251896  20.91628146],15.45895203,88.47107012,17
588,2022/6/29 20:30,[21.42979907 13.85148431],[27.62983563 20.83786282],9.340767524,28.85191881,15
589,2022/6/29 20:34,[21.86943185 25.85072711],[ 8.22214768 24.21212712],13.74530375,82.04488906,9
590,2022/6/29 23:10,[ 5.85721809 10.36025857],[10.06831363 29.35576405],19.45668405,103.4625652,8
591,2022/6/29 21:46,[25.69611671 21.03509585],[21.81170285 16.86218383],5.701040761,19.7526019,14
592,2022/6/29 21:11,[28.41272001 14.88776259],[11.4155313   4.89106011],19.71898792,104.4462047,19
593,2022/6/29 22:57,[23.58616957 22.03331796],[11.53065116  0.75580242],24.45543277,122.2078729,2
594,2022/6/29 23:52,[25.16991983  0.3425395 ],[21.11099339 29.10771329],29.05013093,139.437991,3
595,2022/6/29 22:25,[13.12983984  7.04920215],[21.1461303  24.51384426],19.21651989,102.5619496,2
596,2022/6/29 22:01,[16.39290948 29.01105826],[ 1.55006165 15.14386795],20.31278166,106.6729312,9
597,2022/6/29 22:05,[21.55361842 25.87921413],[ 5.37766836 24.00010445],16.28472946,91.56773548,18
598,2022/6/29 18:35,[16.58121227 11.89661046],[ 3.95145086 25.95887277],18.9012723,101.3797711,16
599,2022/6/29 21:10,[4.71819625 9.29363578],[ 8.70136596 26.14242103],17.31320898,95.42453369,4
600,2022/6/29 18:28,[20.18108983 23.90044192],[ 7.51403696 18.74622299],13.67553293,81.78324849,14
601,2022/6/29 23:19,[17.15237949 24.9849113 ],[27.18261181  0.36470314],26.58496211,130.1936079,6
602,2022/6/29 21:58,[20.22059757  1.55507397],[16.46575995  8.62898187],8.008681445,25.52170361,12
603,2022/6/29 22:02,[ 9.20329799 10.5887551 ],[18.63877347 10.02149897],9.452511686,29.13127921,16
604,2022/6/29 21:38,[21.98097152 12.13582157],[ 2.05059601 23.51279527],22.9489738,116.5586518,17
605,2022/6/29 20:48,[ 8.57274974 12.98300639],[20.5633165   9.97368471],12.36243132,76.85911745,13
606,2022/6/29 21:44,[ 1.69756968 11.21763141],[28.33345748 19.25203192],27.82125285,134.8296982,16
607,2022/6/29 23:03,[20.14437446 18.96846461],[ 5.96976417 12.55001592],15.56007906,88.85029649,20
608,2022/6/29 18:14,[22.52819395  3.04118693],[8.33558328 8.28957325],15.13194491,87.2447934,1
609,2022/6/29 19:51,[12.96056783 29.41106223],[ 2.0250764  15.56102983],17.64676656,96.67537461,14
610,2022/6/29 18:38,[ 5.38094046 29.12029636],[ 3.39910514 12.10803007],17.12731373,94.72742649,1
611,2022/6/29 18:55,[22.13654955 21.13663284],[12.68185911 10.39572504],14.30937705,84.16016396,16
612,2022/6/29 22:31,[11.92837136  7.92828789],[ 6.15998816 14.49119093],8.737616431,27.34404108,9
613,2022/6/29 22:59,[8.05601268 8.62384995],[19.7026819  29.05611995],23.51855781,118.6945918,14
614,2022/6/29 20:25,[18.10911602  2.30938401],[ 2.26750842 28.54269663],30.64544374,145.420414,18
615,2022/6/29 19:35,[8.91872371 2.76200958],[17.97133761 18.70946335],18.33769615,99.26636057,4
616,2022/6/29 21:51,[19.4551446   8.02206084],[ 0.45332053 28.95046108],28.26777768,136.5041663,2
617,2022/6/29 22:18,[ 7.52679137 20.28078864],[21.1988961  18.30022251],13.81481414,82.30555304,18
618,2022/6/29 21:56,[9.38722183 8.13288761],[17.93004848 25.98286901],19.78892931,104.7084849,1
619,2022/6/29 21:28,[28.40201187  3.17717413],[ 4.64485838 28.34208776],34.60744457,160.2779172,15
620,2022/6/29 20:40,[22.09605685 26.48981474],[ 6.07897902 17.62757613],18.30535592,99.14508469,5
621,2022/6/29 22:46,[21.03418783 20.40335656],[12.24455073  0.46184675],21.79269451,112.2226044,8
622,2022/6/29 20:19,[17.4877817   7.59304618],[13.50762738 28.72743045],21.50590215,111.1471331,11
623,2022/6/29 22:24,[11.97105953 25.1940482 ],[ 5.65621817 20.17381494],8.06721534,25.66803835,15
624,2022/6/29 22:52,[29.31020863  3.05679303],[ 0.24959827 13.00748378],30.71702006,145.6888252,20
625,2022/6/29 19:59,[ 2.77876449 22.45153049],[27.43645992 13.02062918],26.399694,129.4988525,14
626,2022/6/29 23:24,[ 7.76134926 13.03209957],[21.70343454  0.27162485],18.90003854,101.3751445,3
627,2022/6/29 21:50,[17.68361968 18.39875055],[19.13064741  7.2606624 ],11.23169163,72.6188436,11
628,2022/6/29 22:11,[21.4215817   2.74174459],[ 5.97811009 26.3241014 ],28.18915337,136.2093252,16
629,2022/6/29 20:52,[22.16169452  0.41236662],[7.45128781 6.43219449],15.89447681,90.10428805,13
630,2022/6/29 19:21,[8.12418984 7.42679311],[ 1.87578887 13.7682155 ],8.902592465,27.75648116,14
631,2022/6/29 20:24,[21.98200424 18.20195174],[20.18615006  2.43447536],15.86941725,90.01031468,14
632,2022/6/29 21:15,[28.54472131 25.15475502],[24.15270955 24.68951415],4.416584232,16.54146058,4
633,2022/6/29 20:59,[27.98131524 16.32761898],[ 6.00846054 18.50350824],22.08032695,113.301226,12
634,2022/6/29 20:35,[22.28644481 22.1375218 ],[15.64347073  2.05376158],21.15387741,109.8270403,10
635,2022/6/29 23:12,[11.13338815 27.62299825],[17.53346729 16.1499583 ],13.13741447,79.76530424,15
636,2022/6/29 20:34,[ 8.06560543 11.0534676 ],[26.86038267 19.99389143],20.81285252,108.5481969,11
637,2022/6/29 19:49,[23.6216108  13.63036269],[18.90741658  7.45150826],7.771863946,24.92965987,15
638,2022/6/29 23:14,[21.16382491 12.82804001],[13.27636544 19.47966974],10.31776113,69.19160425,14
639,2022/6/29 20:32,[28.08841864  1.9201904 ],[24.74229712  8.77149331],7.624754479,24.5618862,20
640,2022/6/29 21:41,[13.31758364  0.65739986],[ 9.03138234 15.07893728],15.04500791,86.91877966,14
641,2022/6/29 19:29,[ 1.68528232 14.73287188],[27.81331887  3.16179654],28.57558535,137.6584451,11
642,2022/6/29 20:41,[22.93322184 12.2901316 ],[19.65521144  7.80709794],5.553642322,19.3841058,3
643,2022/6/29 21:36,[4.78476788 4.81387843],[2.11475837 5.56940115],2.774845103,13,12
644,2022/6/29 23:54,[19.92658155 26.45071836],[24.42377057 20.5540293 ],7.415905267,24.03976317,9
645,2022/6/29 23:02,[3.3129559  8.67562339],[9.29420626 7.49870839],6.095940022,20.73985005,9
646,2022/6/29 20:53,[15.45016979 16.06661445],[10.70657926 10.61367476],7.227461683,23.56865421,19
647,2022/6/29 18:48,[24.85666794 23.67878545],[ 9.23387495 27.41365332],16.06302894,90.73635852,15
648,2022/6/29 19:49,[28.58445051  9.80227626],[10.63274846 15.1690246 ],18.73674449,100.7627918,6
649,2022/6/29 18:00,[28.23362438 26.28958299],[ 3.07703888 11.7819223 ],29.04007598,139.4002849,16
650,2022/6/29 23:24,[16.60113569 15.09397418],[ 5.81589204 25.76450314],15.17173915,87.39402183,14
651,2022/6/29 18:24,[20.30822349 25.13725125],[25.76292838 22.45067561],6.080418907,20.70104727,9
652,2022/6/29 22:54,[13.17631804 18.31640265],[ 4.81096218 20.20936252],8.576856979,26.94214245,15
653,2022/6/29 18:50,[ 5.37759767 20.81848772],[6.88794482 3.526539  ],17.35778323,95.59168712,5
654,2022/6/29 20:34,[4.9585347  0.05976406],[21.56218854 21.97203147],27.49234046,133.5962767,17
655,2022/6/29 20:49,[15.4480005   4.84088403],[2.50663013 0.57386899],13.62668281,81.60006054,7
656,2022/6/29 20:55,[ 4.97244531 26.72566605],[ 7.24610525 10.62813982],16.25730237,91.46488389,2
657,2022/6/29 20:05,[3.16036453 6.67083914],[15.57673712 18.23258049],16.9658531,94.12194912,8
658,2022/6/29 22:32,[7.36056942 1.73196478],[11.73098607  7.02610113],6.865014304,22.66253576,13
659,2022/6/29 22:49,[ 6.5866177  28.79588408],[18.48901458 16.7063533 ],16.96537079,94.12014047,18
660,2022/6/29 22:26,[12.47325311 12.86833   ],[16.22715012 20.89289421],8.859197113,27.64799278,3
661,2022/6/29 22:37,[21.06438289  5.15081723],[15.00338256 12.35874285],9.417532408,29.04383102,13
662,2022/6/29 19:50,[26.11580899 18.94256764],[15.97512199  3.46183927],18.50639035,99.8989638,17
663,2022/6/29 22:39,[18.16913668  3.51611717],[10.11619727  4.28525894],8.089586655,25.72396664,3
664,2022/6/29 23:43,[20.76220941  6.18756342],[11.7557812  26.87024333],22.55856816,115.0946306,20
665,2022/6/29 20:15,[ 6.1294915  15.23415192],[12.57814983  0.54372123],16.04350174,90.66313152,12
666,2022/6/29 19:32,[23.78274341  2.07137719],[14.22765063 16.82034885],17.57361554,96.40105826,3
667,2022/6/29 23:28,[18.8527937  20.65894888],[7.59817151 0.2993633 ],23.26325957,117.7372234,9
668,2022/6/29 18:57,[21.70330987 16.06969798],[25.0835311  24.64165089],9.214351424,28.53587856,7
669,2022/6/29 22:37,[25.29978503 14.5528398 ],[10.00885188 23.74674608],17.84210048,97.4078768,18
670,2022/6/29 22:08,[13.53882339  5.50326589],[25.64922059 26.4767963 ],24.21880877,121.3205329,3
671,2022/6/29 22:10,[13.98929268  2.27099182],[11.6347827  24.10612978],21.96171594,112.8564348,1
672,2022/6/29 19:02,[27.05322086  6.10418227],[ 2.00920836 26.32051359],32.18544102,151.1954038,9
673,2022/6/29 20:57,[11.68214817 16.25282893],[29.04197436  1.99694184],22.46316723,114.7368771,15
674,2022/6/29 18:42,[19.44954022  2.22316268],[11.26406785 24.11443636],23.37156009,118.1433503,1
675,2022/6/29 21:10,[13.00416698 29.91547062],[16.77177855  9.63486458],20.62759991,107.8534997,18
676,2022/6/29 19:55,[ 6.60333978 10.51561603],[11.17599821  2.06141033],9.611597117,29.52899279,1
677,2022/6/29 22:34,[11.08722598 13.92715559],[21.68213257 19.70188454],12.06646344,75.7492379,9
678,2022/6/29 18:42,[21.26296966  0.25091046],[ 6.53002199 19.85052865],24.51947757,122.4480409,2
679,2022/6/29 22:04,[14.51968105  0.15940427],[24.13483927 23.1842872 ],24.95188373,124.069564,10
680,2022/6/29 20:35,[16.45257489  1.99389977],[22.99545149 17.51140763],16.84049537,93.65185764,14
681,2022/6/29 23:18,[23.45879931 22.55240977],[24.09006216 15.54024199],7.040524821,23.10131205,19
682,2022/6/29 21:13,[ 4.20973555 20.1347242 ],[18.61421355 22.26759562],14.56152901,85.10573378,13
683,2022/6/29 20:10,[5.09643018 5.849256  ],[26.71228552 22.49933395],27.28498301,132.8186863,13
684,2022/6/29 20:11,[27.24685466 22.76145963],[17.91465918 19.62398211],9.845488191,30.11372048,8
685,2022/6/29 21:21,[26.67383772 17.36420264],[18.97173973  4.69430148],14.82729607,86.10236026,14
686,2022/6/29 23:57,[14.2176366  21.49191336],[8.12828095 6.06762542],16.5827896,92.68546099,7
687,2022/6/29 20:16,[9.41480425 7.24501884],[ 6.44737911 12.74552529],6.249894647,21.12473662,11
688,2022/6/29 19:45,[27.23515542 15.2117894 ],[5.63761142 2.30915008],25.15813999,124.843025,6
689,2022/6/29 23:09,[20.88468435 11.48396293],[24.6549284  19.78532306],9.117418499,28.29354625,6
690,2022/6/29 20:43,[23.88724352  8.15838118],[20.77076767  7.92185954],3.125438235,13.31359559,18
691,2022/6/29 19:49,[28.17205438 19.09122845],[9.73535401 8.08535587],21.47186885,111.0195082,2
692,2022/6/29 23:47,[ 5.72779755 20.83922877],[ 6.56146839 17.85909798],3.094541418,13.23635354,1
693,2022/6/29 18:14,[ 7.93905081 19.85906834],[24.44819186 23.34075729],16.87228189,93.77105708,9
694,2022/6/29 22:44,[22.82553993  5.63167217],[ 2.65154841 20.96846485],25.34180624,125.5317734,10
695,2022/6/29 22:21,[11.05041641 12.97038679],[0.93447278 7.78729348],11.36647579,73.1242842,20
696,2022/6/29 22:05,[ 1.01029212 26.37557318],[ 7.3019005  16.72011509],11.52441786,73.71656697,14
697,2022/6/29 18:21,[ 1.16937962 20.00542174],[ 9.69082037 26.93757561],10.98497655,71.69366206,1
698,2022/6/29 22:51,[26.64354567  9.75871855],[27.02882687 29.8847302 ],20.12969912,105.9863717,19
699,2022/6/29 20:11,[24.76246992 25.34614043],[ 7.47026208 17.30107197],19.07206278,102.0202354,5
700,2022/6/29 22:53,[2.01767742 2.8475381 ],[29.96677836  9.79917748],28.80065162,138.5024436,20
701,2022/6/29 22:17,[22.44551736 24.19995159],[25.74069813 29.92884892],6.608969733,22.02242433,18
702,2022/6/29 21:42,[7.24489456 1.21052481],[12.33574554  3.90242009],5.758738054,19.89684513,7
703,2022/6/29 21:44,[ 0.67277667 10.81280481],[23.51214753 16.98542074],23.65878375,119.2204391,10
704,2022/6/29 21:47,[ 9.38333968 19.63026016],[6.96054541 0.43144338],19.35108519,103.0665695,2
705,2022/6/29 23:52,[22.93060159 18.71229255],[22.86907874  1.1681405 ],17.54425992,96.29097469,15
706,2022/6/29 23:49,[25.11358883 18.585786  ],[16.90186052 18.73842144],8.213146746,26.03286687,14
707,2022/6/29 21:03,[25.93299741 17.6080952 ],[17.4285114  29.72037471],14.79978369,85.99918885,5
708,2022/6/29 18:12,[22.70190501 13.26881416],[21.22191    11.67691415],2.173598602,13,11
709,2022/6/29 18:40,[ 6.86626387 17.90555631],[27.84546294 27.8741856 ],23.22714713,117.6018017,16
710,2022/6/29 23:35,[10.25715834 15.83032399],[ 6.34907696 29.86893328],14.57242777,85.14660414,16
711,2022/6/29 20:40,[29.43353724 19.48526789],[24.13242179 21.45300484],5.654539209,19.63634802,18
712,2022/6/29 19:48,[17.79474657  1.60043991],[13.64293028 20.24358907],19.09985835,102.1244688,3
713,2022/6/29 21:55,[20.32594842 11.19367855],[28.2507596   5.02071097],10.04530543,68.16989535,2
714,2022/6/29 22:59,[15.01078339 20.7265193 ],[20.91407418 19.4591687 ],6.037799242,20.5944981,20
715,2022/6/29 18:31,[8.2586464  4.68619706],[19.0782098  17.97906348],17.13952304,94.77321139,11
716,2022/6/29 19:02,[ 5.38068031 21.15417437],[13.65515975 20.03281775],8.350116809,26.37529202,17
717,2022/6/29 22:08,[25.12101239  5.09185286],[ 0.57434604 23.37307759],30.60624131,145.2734049,5
718,2022/6/29 22:14,[18.29092275 20.98918709],[25.14464925 24.08432804],7.520203748,24.30050937,2
719,2022/6/29 20:00,[28.82760441 16.07805237],[14.65486898 12.056616  ],14.73222251,85.7458344,15
720,2022/6/29 23:03,[ 4.61073129 17.17821699],[ 8.31037573 27.63922537],11.09594815,72.10980556,9
721,2022/6/29 23:12,[17.49572413 17.78520542],[10.64773983  1.55968056],17.61143225,96.54287093,14
722,2022/6/29 18:03,[ 0.95231296 12.70005432],[ 2.53696134 18.20540867],5.728877457,19.82219364,2
723,2022/6/29 22:15,[26.42919017 26.4874445 ],[19.7713623   6.33695494],21.22189674,110.0821128,9
724,2022/6/29 21:36,[25.88990494 26.58280306],[ 5.89960755 22.12278257],20.48179124,107.3067172,18
725,2022/6/29 20:21,[ 8.59558647 24.07920937],[29.917137    0.90078016],31.49361995,148.6010748,12
726,2022/6/29 22:32,[26.92097597 18.67891601],[29.20147857 13.95028553],5.249822697,18.62455674,11
727,2022/6/29 20:27,[25.42163792  1.87182206],[10.0583715   2.01049613],15.36389226,88.11459598,2
728,2022/6/29 22:04,[29.260294   24.50921722],[25.57642264 28.13895694],5.171645649,18.42911412,1
729,2022/6/29 20:28,[ 2.55310458 11.56792778],[2.13104667 6.32379305],5.261091326,18.65272831,14
730,2022/6/29 19:54,[ 6.88097331 14.07321633],[8.05686502 3.0293432 ],11.10629799,72.14861745,19
731,2022/6/29 22:37,[5.02473267 4.41826691],[29.19230394 22.77877521],30.35094341,144.3160378,20
732,2022/6/29 18:55,[29.03284396 13.1922146 ],[ 8.35105445 23.94879592],23.31180943,117.9192854,6
733,2022/6/29 21:32,[9.78761754 8.98150121],[6.97517977 3.89036935],5.816307239,20.0407681,19
734,2022/6/29 19:54,[ 7.69389183 10.65959245],[20.21982624  1.87694527],15.29816736,87.8681276,4
735,2022/6/29 18:02,[ 6.31520819 24.27070921],[ 4.40765771 10.2793544 ],14.1207917,83.45296889,18
736,2022/6/29 20:20,[25.93976766  4.64775933],[ 2.48210507 14.53613985],25.45666913,125.9625092,3
737,2022/6/29 23:08,[ 9.07258534 16.90225093],[24.11414671  4.11445464],19.74275317,104.5353244,5
738,2022/6/29 18:24,[17.42097254 15.16526281],[ 4.32236358 18.71995457],13.57237599,81.39640997,3
739,2022/6/29 18:52,[ 8.20921254 14.63502956],[ 2.46816973 13.78752172],5.803261329,20.00815332,20
740,2022/6/29 21:39,[ 9.19390404 24.67143634],[ 1.70936181 12.55821825],14.23897556,83.89615833,2
741,2022/6/29 20:59,[13.75294272 21.75018229],[17.22862725 20.01637012],3.884132798,15.210332,2
742,2022/6/29 20:30,[23.31147857 25.86608921],[ 9.4162649  16.14068116],16.96055791,94.10209216,8
743,2022/6/29 21:46,[25.20324235 29.68353393],[26.68557933 11.14401788],18.59868217,100.2450581,15
744,2022/6/29 19:09,[ 5.85499552 14.68177612],[22.24924356 14.77707212],16.394525,91.97946876,4
745,2022/6/29 21:26,[14.4954259  25.14691263],[10.84211337 25.79384024],3.710149291,14.77537323,9
746,2022/6/29 22:07,[12.20414403  9.84699317],[13.61969734 22.87340876],13.10310247,79.63663425,6
747,2022/6/29 19:17,[3.78006084 5.89257648],[28.54334477  5.26474882],24.77124136,123.3921551,16
748,2022/6/29 20:56,[17.03181954 17.379434  ],[14.68873386 19.34235746],3.056651597,13.14162899,12
749,2022/6/29 22:41,[ 6.89480177 16.57986803],[11.16519766 19.85001779],5.378676457,18.94669114,18
750,2022/6/29 19:57,[ 4.2367063  17.12632251],[5.55811066 8.35929189],8.866055224,27.66513806,2
751,2022/6/29 20:54,[6.56129401 5.4851334 ],[24.77132855  8.57122703],18.46968683,99.76132563,15
752,2022/6/29 23:56,[27.81371346 29.09779576],[17.1378141   4.29003368],27.00740429,131.7777661,10
753,2022/6/29 19:54,[11.2364473 23.9319679],[11.02172186  2.61051655],21.32253256,110.4594971,15
754,2022/6/29 20:52,[16.70354733 25.35362554],[23.87779161  5.2536942 ],21.34190762,110.5321536,20
755,2022/6/29 22:57,[20.18293843  6.6151279 ],[ 6.54622604 26.2221532 ],23.88295137,120.0610676,17
756,2022/6/29 19:18,[7.49006858 7.8974204 ],[1.96017228e-02 2.61200710e+01],19.69448834,104.3543313,18
757,2022/6/29 19:36,[23.7778444  18.81986805],[22.50797292  4.56145702],14.31484749,84.18067809,14
758,2022/6/29 20:30,[13.74970784 10.53658162],[ 2.81329579 14.58391456],11.66130406,74.22989023,4
759,2022/6/29 22:34,[27.62218951  1.20177357],[8.7438274  6.22622809],19.53554962,103.7583111,19
760,2022/6/29 23:58,[ 7.14439961 27.25303656],[14.04207163 13.98898239],14.95035158,86.56381841,3
761,2022/6/29 19:29,[22.81726927  4.63476612],[14.61796062 12.89955642],11.64196809,74.15738035,16
762,2022/6/29 19:31,[17.90732072 29.9867311 ],[23.08346682 11.93597109],18.7782434,100.9184128,1
763,2022/6/29 21:01,[24.82659157  5.1212509 ],[0.91391059 6.13345117],23.93409411,120.2528529,13
764,2022/6/29 19:23,[10.21234668 15.31742272],[18.45387422 27.31817152],14.5581849,85.09319338,1
