订单id,是否被司机接单,接单司机id,下单时间,乘客位置,目的地位置,订单距离,订单收益,乘客最长等待接单时间,接单时刻,乘客实际等待时间
2636,0,-1,2022-06-29 19:05:00,[0.6065256 20.12280065],[14.07846834 10.40280216],16.61239332,92.79647496,0:03:00,0:00:00,0:00:00
2573,0,-1,2022-06-29 19:05:00,[25.03362645 10.82365203],[18.3662719 4.58661347],9.129855788,28.32463947,0:05:00,0:00:00,0:00:00
2612,0,-1,2022-06-29 19:05:00,[12.18969096 5.00514703],[0.69256442 4.0014371],11.54085579,73.7782092,0:05:00,0:00:00,0:00:00
2608,0,-1,2022-06-29 19:05:00,[12.47133927 21.84946531],[23.96315487 28.35569283],13.20578745,80.02170295,0:10:00,0:00:00,0:00:00
77,0,-1,2022-06-29 19:05:00,[7.782703 11.39077225],[17.70884828 8.04190922],10.47584094,69.78440354,0:14:00,0:00:00,0:00:00
1466,0,-1,2022-06-29 19:06:00,[24.34397817 1.66079451],[16.1436303 2.11650191],8.213000334,26.03250083,0:07:00,0:00:00,0:00:00
208,1,216,2022-06-29 19:06:00,[14.66539741 20.00592773],[4.18953764 0.8992077],21.79014429,112.2130411,0:14:00,2022-06-29 19:08:37,0:40:40
54,0,-1,2022-06-29 19:06:00,[17.73826307 11.97008112],[1.64284916 10.05591725],16.20883624,91.28313589,0:15:00,0:00:00,0:00:00
2138,0,-1,2022-06-29 19:06:00,[4.04357355 14.88226436],[5.07311701 3.78407359],11.14584219,72.2969082,0:16:00,0:00:00,0:00:00
76,1,27,2022-06-29 19:06:00,[12.64273652 26.78015133],[24.52330685 10.25452055],20.35299546,106.823733,0:19:00,2022-06-29 19:22:17,0:44:30
2671,0,-1,2022-06-29 19:07:00,[26.39161599 5.99185557],[28.41852969 10.26921854],4.733308899,17.33327225,0:04:00,0:00:00,0:00:00
404,0,-1,2022-06-29 19:07:00,[24.88183995 8.44563595],[26.18261519 3.37741171],5.232486328,18.58121582,0:10:00,0:00:00,0:00:00
2413,1,285,2022-06-29 19:07:00,[1.21463473 12.08668737],[28.05653431 0.35295283],29.29450629,140.3543986,0:10:00,2022-06-29 19:07:00,0:57:00
2505,0,-1,2022-06-29 19:07:00,[10.72921649 8.72231598],[18.44312859 27.08328143],19.91555906,105.1833465,0:10:00,0:00:00,0:00:00
772,1,271,2022-06-29 19:07:00,[1.98495567 0.57466457],[24.80575683 15.74206913],27.40144388,133.2554146,0:11:00,2022-06-29 19:07:27,1:28:23
804,0,-1,2022-06-29 19:07:00,[10.77626241 24.7065668],[24.62088482 14.32051194],17.30733097,95.40249113,0:14:00,0:00:00,0:00:00
2616,0,-1,2022-06-29 19:07:00,[1.0020902 2.73253245],[1.47380682 10.04230595],7.324978178,23.81244544,0:20:00,0:00:00,0:00:00
1832,0,-1,2022-06-29 19:08:00,[23.17567775 5.0650082],[24.65404378 23.07751678],18.07307476,98.27403036,0:04:00,0:00:00,0:00:00
850,0,-1,2022-06-29 19:08:00,[17.15987635 24.16296988],[22.80482789 4.61699714],20.34479118,106.7929669,0:05:00,0:00:00,0:00:00
2417,0,-1,2022-06-29 19:08:00,[9.30441663 13.54010175],[11.52582555 12.970017],2.293393599,13.0,0:06:00,0:00:00,0:00:00
2036,0,-1,2022-06-29 19:08:00,[15.49639531 15.14218426],[4.48647956 3.11518158],16.30542972,91.64536145,0:07:00,0:00:00,0:00:00
2000,0,-1,2022-06-29 19:08:00,[12.55089115 21.42459439],[25.83696682 4.64054545],21.4061698,110.7731368,0:08:00,0:00:00,0:00:00
1422,1,41,2022-06-29 19:08:00,[28.99772311 13.566453],[4.2835691 11.6830404],24.78581553,123.4468082,0:18:00,2022-06-29 19:08:11,1:03:11
1129,0,-1,2022-06-29 19:08:00,[13.66948648 14.46052019],[22.73329681 8.45755067],10.87144428,71.26791606,0:19:00,0:00:00,0:00:00
283,0,-1,2022-06-29 19:09:00,[15.81124392 12.78250152],[3.9213113 26.59812646],18.22750641,98.85314905,0:01:00,0:00:00,0:00:00
1475,0,-1,2022-06-29 19:09:00,[6.03525697 2.40190208],[14.2335954 0.29907704],8.463724126,26.65931032,0:03:00,0:00:00,0:00:00
744,0,-1,2022-06-29 19:09:00,[5.85499552 14.68177612],[22.24924356 14.77707212],16.394525,91.97946876,0:04:00,0:00:00,0:00:00
1337,1,103,2022-06-29 19:09:00,[20.40752065 24.76319687],[4.39824901 4.78999048],25.59737783,126.4901669,0:04:00,2022-06-29 19:09:05,0:12:58
2967,0,-1,2022-06-29 19:09:00,[16.53991649 18.16201116],[21.16507982 20.40640113],5.140955374,18.35238843,0:06:00,0:00:00,0:00:00
1559,0,-1,2022-06-29 19:09:00,[10.999131 18.573642],[4.78184654 29.04066516],12.17428437,76.15356638,0:08:00,0:00:00,0:00:00
1290,1,108,2022-06-29 19:09:00,[22.86388861 28.08529692],[28.22252578 5.24343855],23.4620009,118.4825034,0:18:00,2022-06-29 19:09:32,0:17:06
1112,0,-1,2022-06-29 19:09:00,[10.03327581 15.57938078],[5.92667717 24.15523192],9.508384469,29.27096117,0:20:00,0:00:00,0:00:00
1888,1,243,2022-06-29 19:10:00,[3.09440283 28.29062129],[23.85218644 5.43750767],30.87313367,146.2742513,0:05:00,2022-06-29 19:10:00,0:38:49
768,0,-1,2022-06-29 19:10:00,[21.73794861 3.34779],[18.249585 8.43149251],6.165444981,20.91361245,0:06:00,0:00:00,0:00:00
2665,0,-1,2022-06-29 19:10:00,[8.19244351 9.07866855],[18.36940155 13.14998327],10.96111666,71.60418747,0:09:00,0:00:00,0:00:00
227,0,-1,2022-06-29 19:10:00,[18.23715278 22.94649785],[24.38957216 21.54369229],6.310319139,21.27579785,0:11:00,0:00:00,0:00:00
2230,0,-1,2022-06-29 19:10:00,[9.67015374 18.311816],[28.17326095 20.15234521],18.59442185,100.229082,0:12:00,0:00:00,0:00:00
2815,1,40,2022-06-29 19:10:00,[27.31837522 0.44490487],[24.2730965 28.15386159],27.87579604,135.0342352,0:13:00,2022-06-29 19:10:34,0:36:30
2673,1,111,2022-06-29 19:10:00,[16.61492748 21.92120653],[1.27004838 0.33597916],26.48371868,129.8139451,0:14:00,2022-06-29 19:10:46,0:57:58
2465,0,-1,2022-06-29 19:10:00,[15.15173401 15.75751394],[29.22093675 27.3436201],18.22581471,98.84680515,0:15:00,0:00:00,0:00:00
2421,0,-1,2022-06-29 19:10:00,[3.2699997 3.24370057],[12.83608545 2.9597213],9.570299932,29.42574983,0:20:00,0:00:00,0:00:00
2474,1,29,2022-06-29 19:10:00,[15.85889513 17.70349267],[8.94125095 1.05194847],18.03129849,98.11736933,0:20:00,2022-06-29 19:25:48,0:53:18
1259,1,186,2022-06-29 19:11:00,[17.63395348 25.21044533],[0.52494642 1.47013935],29.26295013,140.236063,0:01:00,2022-06-29 19:11:28,0:41:10
1494,0,-1,2022-06-29 19:11:00,[27.60114492 8.12050813],[11.11474311 17.06764218],18.7577358,100.8415092,0:01:00,0:00:00,0:00:00
2121,0,-1,2022-06-29 19:11:00,[9.88060573 4.1469626],[11.97121356 29.39743298],25.33686831,125.5132561,0:01:00,0:00:00,0:00:00
2461,0,-1,2022-06-29 19:11:00,[7.99968576 21.48280447],[11.82774706 20.31245916],4.002969083,15.50742271,0:02:00,0:00:00,0:00:00
2543,0,-1,2022-06-29 19:11:00,[13.01090799 6.06819545],[6.41801348 0.17411307],8.843441931,27.60860483,0:02:00,0:00:00,0:00:00
2898,0,-1,2022-06-29 19:11:00,[28.23777193 17.66383588],[9.33577333 13.49039553],19.35725071,103.0896902,0:06:00,0:00:00,0:00:00
1861,0,-1,2022-06-29 19:11:00,[13.52959508 3.02258532],[21.22568457 0.93524727],7.974131523,25.43532881,0:08:00,0:00:00,0:00:00
2642,1,14,2022-06-29 19:11:00,[14.57461677 2.57921206],[25.29997065 21.5401863],21.78420896,112.1907836,0:09:00,2022-06-29 19:14:01,1:10:31
2472,0,-1,2022-06-29 19:11:00,[18.82859622 9.65539906],[7.39433729 0.27016993],14.79272805,85.97273018,0:10:00,0:00:00,0:00:00
2930,0,-1,2022-06-29 19:11:00,[12.95108936 29.08048843],[4.20970559 17.62100338],14.41289658,84.54836216,0:10:00,0:00:00,0:00:00
279,1,161,2022-06-29 19:11:00,[1.73341683 20.85105687],[29.51036776 7.17540313],30.96098364,146.6036887,0:11:00,2022-06-29 19:11:09,0:25:24
2137,0,-1,2022-06-29 19:11:00,[12.27589931 16.32540348],[16.3040961 14.91461448],4.268102032,16.17025508,0:11:00,0:00:00,0:00:00
377,1,293,2022-06-29 19:11:00,[8.30713462 29.50564418],[4.22134584 6.06047005],23.79852642,119.7444741,0:19:00,2022-06-29 19:12:37,1:15:59
2251,0,-1,2022-06-29 19:11:00,[19.61096079 23.21808386],[24.41487395 14.80527548],9.687772013,29.71943003,0:20:00,0:00:00,0:00:00
1173,1,198,2022-06-29 19:12:00,[1.18085639 0.65540136],[23.23456809 4.03300282],22.31085815,114.1657181,0:05:00,2022-06-29 19:12:51,1:30:55
1215,1,241,2022-06-29 19:12:00,[24.00412748 7.24976762],[2.04111942 9.50712413],22.07870878,113.2951579,0:09:00,2022-06-29 19:12:59,0:42:34
978,0,-1,2022-06-29 19:12:00,[2.74265975 18.77045737],[16.51595042 12.22096573],15.25120902,87.69203381,0:13:00,0:00:00,0:00:00
948,1,295,2022-06-29 19:12:00,[19.36716544 1.36755474],[28.3791267 25.2649613],25.54019354,126.2757258,0:16:00,2022-06-29 19:12:05,0:44:08
2402,1,22,2022-06-29 19:12:00,[0.85372176 18.88064828],[29.27949358 9.93641444],29.79972857,142.2489821,0:19:00,2022-06-29 19:12:04,0:12:33
2668,0,-1,2022-06-29 19:12:00,[16.90151222 3.41287387],[4.16327652 9.00091442],13.91002681,82.66260053,0:19:00,0:00:00,0:00:00
1557,0,-1,2022-06-29 19:13:00,[20.28279102 12.15003296],[27.94633221 2.67029205],12.18996929,76.21238484,0:01:00,0:00:00,0:00:00
338,0,-1,2022-06-29 19:13:00,[17.94675882 22.06989343],[29.95042534 27.99339994],13.38566171,80.6962314,0:04:00,0:00:00,0:00:00
2494,1,245,2022-06-29 19:13:00,[29.29448329 27.05514949],[3.82116108 24.71172858],25.58088673,126.4283252,0:04:00,2022-06-29 19:13:34,0:48:02
795,0,-1,2022-06-29 19:13:00,[11.98556354 9.80384118],[0.32433251 24.79653223],18.99381726,101.7268147,0:07:00,0:00:00,0:00:00
2149,0,-1,2022-06-29 19:13:00,[22.16334087 28.79750069],[20.35642024 17.11684214],11.81959163,74.82346862,0:12:00,0:00:00,0:00:00
1230,0,-1,2022-06-29 19:13:00,[25.02974387 17.32060204],[19.39222126 13.75090438],6.672660832,22.18165208,0:17:00,0:00:00,0:00:00
2235,0,-1,2022-06-29 19:14:00,[5.60198982 10.37848554],[10.43905998 14.07181021],6.085876673,20.71469168,0:02:00,0:00:00,0:00:00
221,0,-1,2022-06-29 19:14:00,[9.7375749 10.99384605],[11.88518075 20.8640162],10.1011123,68.37917114,0:03:00,0:00:00,0:00:00
151,0,-1,2022-06-29 19:14:00,[14.65929571 23.11222253],[20.4988613 13.37708119],11.35224661,73.07092481,0:04:00,0:00:00,0:00:00
877,0,-1,2022-06-29 19:14:00,[26.71152963 17.30643604],[16.917587 15.00835606],10.05994452,68.22479194,0:04:00,0:00:00,0:00:00
1514,0,-1,2022-06-29 19:14:00,[7.53576014 9.61702758],[4.04935458 8.88530297],3.562365031,14.40591258,0:04:00,0:00:00,0:00:00
443,0,-1,2022-06-29 19:14:00,[20.7747848 12.89793232],[20.18899867 8.26143523],4.6733554,17.1833885,0:06:00,0:00:00,0:00:00
1317,0,-1,2022-06-29 19:14:00,[24.39426013 17.65293721],[6.32289298 7.10161428],20.92617324,108.9731496,0:07:00,0:00:00,0:00:00
2762,0,-1,2022-06-29 19:14:00,[0.49611374 24.44376005],[10.77580207 17.41254497],12.45431563,77.2036836,0:08:00,0:00:00,0:00:00
1945,1,196,2022-06-29 19:14:00,[15.44782527 5.12032306],[19.88718757 25.57616223],20.932016,108.99506,0:10:00,2022-06-29 19:22:00,0:34:00
1579,0,-1,2022-06-29 19:14:00,[11.38096795 27.32502681],[18.46043522 12.35839646],16.5565359,92.58700962,0:15:00,0:00:00,0:00:00
1030,0,-1,2022-06-29 19:14:00,[10.3505052 1.64198121],[6.12726319 12.5608543],11.70715861,74.40184478,0:17:00,0:00:00,0:00:00
1371,0,-1,2022-06-29 19:14:00,[7.30401132 13.73293838],[22.78560446 6.17964553],17.22590953,95.09716073,0:18:00,0:00:00,0:00:00
154,0,-1,2022-06-29 19:15:00,[2.47143137 20.41497906],[19.63533643 8.19778581],21.06797209,109.5048953,0:01:00,0:00:00,0:00:00
361,0,-1,2022-06-29 19:15:00,[25.8041908 21.6844291],[2.03005086 21.23505292],23.77838659,119.6689497,0:01:00,0:00:00,0:00:00
1332,0,-1,2022-06-29 19:15:00,[18.43498381 26.77407282],[2.35880133 9.92744297],23.28631745,117.8236904,0:04:00,0:00:00,0:00:00
2667,0,-1,2022-06-29 19:15:00,[27.98045707 7.9347862],[4.49682886 2.69901837],24.06021735,120.7258151,0:04:00,0:00:00,0:00:00
2830,1,221,2022-06-29 19:15:00,[24.69084926 6.92821078],[2.95312647 29.38261541],31.25266196,147.6974824,0:04:00,2022-06-29 19:15:18,0:19:36
372,0,-1,2022-06-29 19:15:00,[24.66309482 11.41260023],[23.26835553 28.93429962],17.57712284,96.41421064,0:05:00,0:00:00,0:00:00
2776,1,136,2022-06-29 19:15:00,[4.45156135 19.08121065],[28.48486295 29.90201311],26.35696022,129.3386008,0:11:00,2022-06-29 19:15:24,0:16:34
2535,0,-1,2022-06-29 19:15:00,[4.96202714 23.31483589],[6.86961556 15.79926791],7.753880039,24.8847001,0:12:00,0:00:00,0:00:00
497,1,106,2022-06-29 19:15:00,[7.25795041 21.41857898],[24.67604383 24.11875523],17.62614337,96.59803765,0:14:00,2022-06-29 19:27:52,0:25:45
981,0,-1,2022-06-29 19:15:00,[24.3048327 12.8902009],[22.49579794 27.39124401],14.61344785,85.30042942,0:17:00,0:00:00,0:00:00
156,0,-1,2022-06-29 19:16:00,[12.59181951 19.15577843],[11.92783194 8.22645607],10.94947335,71.56052508,0:01:00,0:00:00,0:00:00
1248,0,-1,2022-06-29 19:16:00,[1.98165923 29.17704707],[10.80179706 14.33602065],17.26415062,95.24056481,0:01:00,0:00:00,0:00:00
2156,0,-1,2022-06-29 19:16:00,[26.98359254 27.82099228],[12.07834315 26.70907671],14.9466657,86.54999637,0:01:00,0:00:00,0:00:00
1932,0,-1,2022-06-29 19:16:00,[25.92691807 13.93748293],[22.33104613 18.58335221],5.874895436,20.18723859,0:07:00,0:00:00,0:00:00
2740,0,-1,2022-06-29 19:16:00,[12.42205858 7.6109049],[26.09305704 12.96074399],14.68049649,85.55186183,0:07:00,0:00:00,0:00:00
2705,0,-1,2022-06-29 19:16:00,[21.12257006 7.80347949],[28.25714919 15.90265491],10.79346384,70.97548941,0:08:00,0:00:00,0:00:00
2764,1,28,2022-06-29 19:16:00,[28.50852151 29.96250103],[11.15580346 8.96409192],27.24059487,132.6522307,0:13:00,2022-06-29 19:16:48,0:54:32
2565,1,59,2022-06-29 19:16:00,[28.48612311 10.18586757],[3.24437827 15.19503603],25.73397465,127.0024049,0:14:00,2022-06-29 19:20:10,0:43:03
2047,1,11,2022-06-29 19:16:00,[2.63318742 20.04541986],[26.87436304 1.73364591],30.38018533,144.425695,0:15:00,2022-06-29 19:16:34,0:55:10
774,0,-1,2022-06-29 19:16:00,[28.84476974 20.0360372],[27.99615263 7.96489222],12.10093765,75.8785162,0:17:00,0:00:00,0:00:00
1040,1,291,2022-06-29 19:16:00,[14.49696228 29.60687836],[22.63708084 7.45814654],23.59720008,118.9895003,0:20:00,2022-06-29 19:21:28,1:10:46
2151,0,-1,2022-06-29 19:17:00,[27.98538664 2.2825418],[15.03359102 20.60857324],22.44086536,114.6532451,0:03:00,0:00:00,0:00:00
1666,0,-1,2022-06-29 19:17:00,[24.17673508 2.37748818],[5.74468845 11.58709186],20.60478446,107.7679417,0:04:00,0:00:00,0:00:00
1289,0,-1,2022-06-29 19:17:00,[18.91905885 12.90428196],[13.13295165 9.31112667],6.811005907,22.52751477,0:05:00,0:00:00,0:00:00
291,0,-1,2022-06-29 19:17:00,[4.50145994 9.74027781],[22.12071232 14.28054388],18.19483637,98.73063638,0:08:00,0:00:00,0:00:00
747,1,290,2022-06-29 19:17:00,[3.78006084 5.89257648],[28.54334477 5.26474882],24.77124136,123.3921551,0:16:00,2022-06-29 19:20:27,0:50:56
1483,1,7,2022-06-29 19:17:00,[27.78578959 0.27294544],[2.26236528 7.51076189],26.52981673,129.9868127,0:17:00,2022-06-29 19:18:54,1:36:19
2901,1,234,2022-06-29 19:17:00,[2.05055145 0.37777838],[26.94670556 17.44017651],30.18184752,143.6819282,0:18:00,2022-06-29 19:17:14,0:49:11
446,0,-1,2022-06-29 19:18:00,[9.56600455 17.4659624],[11.1351727 18.032225],1.668215224,13.0,0:01:00,0:00:00,0:00:00
15,1,45,2022-06-29 19:18:00,[10.68290178 29.59545746],[18.17324458 7.11680375],23.69377783,119.3516669,0:03:00,2022-06-29 19:20:48,0:32:56
828,1,112,2022-06-29 19:18:00,[0.1913713 29.35064361],[28.97241629 11.85465892],33.68171657,156.8064371,0:08:00,2022-06-29 19:18:23,0:33:17
1377,1,141,2022-06-29 19:18:00,[5.87940554 28.31299147],[29.29468983 11.28777988],28.95053312,139.0644992,0:10:00,2022-06-29 19:18:42,1:00:12
1059,0,-1,2022-06-29 19:18:00,[11.3208953 12.40549591],[1.19434318 8.21964298],10.95757375,71.59090157,0:12:00,0:00:00,0:00:00
265,0,-1,2022-06-29 19:18:00,[18.01783 15.47038283],[27.5817592 14.90890449],9.58039663,29.45099158,0:13:00,0:00:00,0:00:00
1740,1,25,2022-06-29 19:18:00,[22.06562117 19.91374872],[3.40161287 21.61848872],18.74170068,100.7813776,0:15:00,2022-06-29 19:22:56,0:16:28
756,1,50,2022-06-29 19:18:00,[7.49006858 7.8974204],[0.0196017228 26.120071],19.69448834,104.3543313,0:18:00,2022-06-29 19:22:41,1:01:55
967,0,-1,2022-06-29 19:18:00,[28.47819319 26.3880449],[27.21125881 29.74598327],3.588993289,14.47248322,0:19:00,0:00:00,0:00:00
2591,1,76,2022-06-29 19:19:00,[26.74365194 4.97633774],[4.48525919 17.30728606],25.44579208,125.9217203,0:02:00,2022-06-29 19:20:11,0:54:03
2823,0,-1,2022-06-29 19:19:00,[3.71817583 14.97634511],[10.10894364 8.87440088],8.836041901,27.59010475,0:02:00,0:00:00,0:00:00
246,0,-1,2022-06-29 19:19:00,[29.63356561 4.09319258],[20.85433662 12.12956304],11.90202133,75.13258,0:03:00,0:00:00,0:00:00
892,1,178,2022-06-29 19:19:00,[9.44755334 2.89934503],[5.30690852 29.62008476],27.03965368,131.8987013,0:04:00,2022-06-29 19:19:33,1:11:18
1069,0,-1,2022-06-29 19:19:00,[18.02836454 20.88239585],[10.87505954 24.71992956],8.117662065,25.79415516,0:04:00,0:00:00,0:00:00
2701,1,92,2022-06-29 19:19:00,[25.18700119 17.70760096],[5.75630139 17.43318734],19.43263743,103.3723904,0:04:00,2022-06-29 19:22:52,0:55:44
2840,1,192,2022-06-29 19:19:00,[29.03436411 25.41472371],[9.2927569 5.88646954],27.7683951,134.6314816,0:06:00,2022-06-29 19:19:27,0:35:36
1817,0,-1,2022-06-29 19:19:00,[10.73523476 0.25354488],[25.17623859 0.9598338],14.45826531,84.7184949,0:09:00,0:00:00,0:00:00
1394,0,-1,2022-06-29 19:19:00,[16.84783523 5.12441119],[5.93070909 9.56451969],11.78550833,74.69565623,0:10:00,0:00:00,0:00:00
2746,1,240,2022-06-29 19:19:00,[19.18661479 19.91300208],[12.42601663 1.33669895],19.76827574,104.631034,0:11:00,2022-06-29 19:22:33,0:43:36
451,0,-1,2022-06-29 19:19:00,[20.31361919 18.17337748],[10.93781185 6.53677663],14.94376937,86.53913512,0:13:00,0:00:00,0:00:00
945,1,70,2022-06-29 19:19:00,[1.86124251 2.13467037],[17.21597549 16.98055275],21.35809094,110.592841,0:13:00,2022-06-29 19:21:56,0:42:13
2590,0,-1,2022-06-29 19:19:00,[9.45167908 15.710172],[14.56117114 10.61717479],7.214258776,23.53564694,0:13:00,0:00:00,0:00:00
2067,0,-1,2022-06-29 19:19:00,[19.47241806 10.50709843],[27.51295516 4.019246],10.33162455,69.24359207,0:18:00,0:00:00,0:00:00
1681,0,-1,2022-06-29 19:19:00,[2.04030696 5.8136739],[6.4369446 22.14452265],16.91233406,93.92125272,0:19:00,0:00:00,0:00:00
321,0,-1,2022-06-29 19:20:00,[4.80214905 13.84672423],[0.27994859 7.40036594],7.874378213,25.18594553,0:13:00,0:00:00,0:00:00
1919,0,-1,2022-06-29 19:20:00,[15.2920653 12.6733737],[11.94261535 0.79340708],12.34311233,76.78667123,0:17:00,0:00:00,0:00:00
2415,0,-1,2022-06-29 19:20:00,[20.4457809 20.40329095],[20.07240051 28.27003485],7.875599814,25.18899953,0:20:00,0:00:00,0:00:00
2615,1,247,2022-06-29 19:21:00,[22.64936199 2.66926608],[25.83748156 24.39315141],21.95657761,112.837166,0:03:00,2022-06-29 19:21:37,1:05:16
2569,0,-1,2022-06-29 19:21:00,[13.49176232 16.31287368],[3.00695635 27.96485158],15.67481245,89.28054667,0:04:00,0:00:00,0:00:00
466,0,-1,2022-06-29 19:21:00,[18.61981439 6.03936323],[11.8541323 1.18378599],8.327729861,26.31932465,0:05:00,0:00:00,0:00:00
2492,0,-1,2022-06-29 19:21:00,[27.85566225 17.70897215],[18.90021406 25.36257605],11.78039494,74.67648101,0:06:00,0:00:00,0:00:00
341,0,-1,2022-06-29 19:21:00,[17.15616814 17.63308083],[5.53428759 10.86706325],13.44794041,80.92977653,0:09:00,0:00:00,0:00:00
1715,0,-1,2022-06-29 19:21:00,[14.38364934 11.01833104],[27.41443568 11.04886403],13.03082211,79.3655829,0:09:00,0:00:00,0:00:00
270,0,-1,2022-06-29 19:21:00,[10.3829918 29.26830603],[19.22916232 24.67441691],9.96787591,30.41968978,0:11:00,0:00:00,0:00:00
630,0,-1,2022-06-29 19:21:00,[8.12418984 7.42679311],[1.87578887 13.7682155],8.902592465,27.75648116,0:14:00,0:00:00,0:00:00
531,0,-1,2022-06-29 19:21:00,[11.94015879 9.08747186],[1.97084577 6.8470609],10.21795691,68.8173384,0:20:00,0:00:00,0:00:00
6,0,-1,2022-06-29 19:22:00,[18.54764315 11.06740919],[13.87604148 22.42412814],12.28002148,76.55008055,0:01:00,0:00:00,0:00:00
2805,0,-1,2022-06-29 19:22:00,[27.66393977 19.70168119],[13.09053583 23.69736005],15.11123926,87.16714721,0:06:00,0:00:00,0:00:00
2627,0,-1,2022-06-29 19:22:00,[8.76870518 19.67331905],[19.24859996 6.28458668],17.00253949,94.25952309,0:09:00,0:00:00,0:00:00
2177,0,-1,2022-06-29 19:22:00,[4.94202027 10.54067804],[7.94598773 10.49585083],3.00430192,13.0107548,0:13:00,0:00:00,0:00:00
1913,0,-1,2022-06-29 19:22:00,[0.32010381 18.68223829],[12.38518193 25.79563471],14.00594583,83.02229688,0:16:00,0:00:00,0:00:00
2344,0,-1,2022-06-29 19:22:00,[14.56034691 24.90531729],[28.51835324 19.0275796],15.14508967,87.29408624,0:16:00,0:00:00,0:00:00
2259,0,-1,2022-06-29 19:22:00,[28.09057673 0.5557373],[13.13331816 0.64880977],14.95754815,86.59080556,0:19:00,0:00:00,0:00:00
2517,0,-1,2022-06-29 19:22:00,[21.13758096 2.9758359],[27.26662321 6.45067708],7.045543278,23.11385819,0:20:00,0:00:00,0:00:00
17,0,-1,2022-06-29 19:23:00,[5.59701072 8.55285506],[5.20120786 26.90296274],18.35437582,99.32890932,0:01:00,0:00:00,0:00:00
764,0,-1,2022-06-29 19:23:00,[10.21234668 15.31742272],[18.45387422 27.31817152],14.5581849,85.09319338,0:01:00,0:00:00,0:00:00
2271,0,-1,2022-06-29 19:23:00,[16.61825202 13.51747478],[8.56575215 8.94127568],9.261984251,28.65496063,0:01:00,0:00:00,0:00:00
2724,1,138,2022-06-29 19:23:00,[1.60020489 11.95798988],[8.12201197 29.98005368],19.16582248,102.3718343,0:05:00,2022-06-29 19:24:51,0:24:27
1852,0,-1,2022-06-29 19:23:00,[20.80529511 1.19133623],[25.18224113 13.44512541],13.01203312,79.29512418,0:07:00,0:00:00,0:00:00
1746,0,-1,2022-06-29 19:23:00,[16.03663634 20.25389658],[12.52344852 21.92037035],3.88839601,15.22099002,0:08:00,0:00:00,0:00:00
2178,0,-1,2022-06-29 19:23:00,[21.24972147 11.03541543],[16.65789968 2.99795631],9.256650395,28.64162599,0:09:00,0:00:00,0:00:00
1261,1,180,2022-06-29 19:23:00,[17.89039492 8.22638667],[0.79825098 22.05685554],21.98688822,112.9508308,0:10:00,2022-06-29 19:23:50,0:58:14
2263,0,-1,2022-06-29 19:23:00,[7.4788605 6.74660341],[15.58346359 16.88066267],12.97627637,79.1610364,0:10:00,0:00:00,0:00:00
2359,0,-1,2022-06-29 19:23:00,[26.80945947 8.74550784],[16.8813463 2.99192917],11.47480278,73.53051041,0:11:00,0:00:00,0:00:00
430,0,-1,2022-06-29 19:23:00,[27.22833008 21.42097933],[18.23715642 9.28118154],15.10681615,87.15056057,0:12:00,0:00:00,0:00:00
1777,1,268,2022-06-29 19:23:00,[16.12137571 25.22355216],[1.00279599 11.00256229],20.75591495,108.3346811,0:12:00,2022-06-29 19:23:51,0:10:49
1184,1,91,2022-06-29 19:23:00,[10.0463487 17.12561809],[27.28786173 0.18551468],24.17099243,121.1412216,0:13:00,2022-06-29 19:23:29,0:12:52
2529,0,-1,2022-06-29 19:23:00,[8.55399526 5.8626776],[0.33463762 7.26977191],8.338930048,26.34732512,0:13:00,0:00:00,0:00:00
82,1,286,2022-06-29 19:23:00,[19.00434659 7.73663056],[4.18068222 25.0479071],22.79081659,115.9655622,0:14:00,2022-06-29 19:23:49,0:33:20
2203,0,-1,2022-06-29 19:23:00,[22.61813053 3.31182703],[14.03407236 2.12615102],8.665557241,27.1638931,0:16:00,0:00:00,0:00:00
2814,0,-1,2022-06-29 19:23:00,[15.95915203 10.70388767],[23.76651099 22.74387619],14.34977971,84.3116739,0:18:00,0:00:00,0:00:00
555,0,-1,2022-06-29 19:24:00,[27.78582205 6.86030339],[19.03091067 6.66227612],8.757150689,27.39287672,0:07:00,0:00:00,0:00:00
2017,1,107,2022-06-29 19:24:00,[7.56669403 24.32191396],[28.41511851 4.07798242],29.05982738,139.4743527,0:07:00,2022-06-29 19:24:00,0:22:34
192,1,127,2022-06-29 19:24:00,[5.39049327 7.12629975],[29.14185282 5.42930858],23.81190584,119.7946469,0:12:00,2022-06-29 19:24:29,0:26:22
2432,0,-1,2022-06-29 19:24:00,[14.74047271 26.1739657],[21.36190264 17.39885942],10.99298979,71.72371173,0:12:00,0:00:00,0:00:00
953,0,-1,2022-06-29 19:24:00,[20.11303001 19.2545855],[12.3236643 14.68932228],9.028612658,28.07153164,0:15:00,0:00:00,0:00:00
2157,1,254,2022-06-29 19:24:00,[11.51846683 22.10450495],[14.27826653 3.6774947],18.63253073,100.3719902,0:15:00,2022-06-29 19:24:53,0:36:41
2571,1,154,2022-06-29 19:24:00,[15.40958015 20.83625922],[1.66451826 8.53621831],18.44499208,99.66872031,0:15:00,2022-06-29 19:25:33,0:39:49
2751,1,160,2022-06-29 19:25:00,[11.32636269 23.66059288],[10.5432502 5.01300263],18.66402655,100.4900996,0:03:00,2022-06-29 19:25:22,0:42:57
